Item Code,Description,,U/M
180-006000,FLEX TUBE 4 ID 321,,FT
180-007000,FLEX TUBE 5 ID 321,,FT
180-008000,FLEX TUBE 6 ID 321,,FT
180-009000,FLEX TUBE 8 ID 321,,FT
180-010000,FLEX TUBE 10 ID 321,,FT
180-011000,FLEX TUBE 12 ID 321,,FT
180-012000,FLEX TUBE 14 ID 321,,FT
180-013000,FLEX TUBE 16 ID 321,,FT
181-005000,"BELLOWS 2-1/2IPS x 1-3/4""L",,EA
181-011000,NIL -- OBSOLETE --,,EA
181-012000,"BELLOWS 3IPS x 8"" LIVE LGTH",,EA
181-017000,"BELLOWS 04.00IPS X 02.75""LIVE",,EA
181-020000,NIL -- OBSOLETE --,,EA
181-022000,"BELLOWS 05.00IPS X 02.75""LIVE",,EA
181-028000,"BELLOWS 06.00IPS X 06.88""LIVE",,EA
181-034000,"BELLOWS 08.00IPS X 09.25"" 2PLY",,EA
181-036000,"BELLOWS 08.00IPS X 07.25"" 3PLY",,EA
181-037000,"BELLOWS 08.00IPS X 07.25""LIVE",,EA
181-039000,"BELLOWS 10.00IPS X 08.00""LIVE",,EA
181-040000,"BELLOWS 10.00IPS X 12.00""LIVE",,EA
181-045000,"BELLOWS 12""IPS 321-USE DWG A21-02012",,EA
181-052000,NIL -- OBSOLETE --,,EA
181-052100,"BELLOWS 16.00IPS X 8.75""LL 321",,EA
181-059000,"BELLOWS 5IPS X 6""OAL 3-PLY",,EA
181-060000,BELLOWS 3PLY 9.5X6-5/8OAL WLD NKS,,EA
181-061000,"18"" BELLOWS 18Z-3025E-8.75-M5",,EA
181-081000,"BLWS SPCL 12""IPS X 11""OAL",,EA
181-082000,"BELLOWS SPCL 28""IPS X 8.25""OAL",,EA
181-083000,"BELLOWS SPCL 22""IPSX15.60""OAL",,EA
181-084000,"BELLOWS SPCL 28""IPSXLONG NECK",,EA
181-200321,"BLWS SPECIAL 2""IPS 6 PLY 321",,EA
19.50`od x 18.03`id,19.50`od x 18.03`id,,EA
190-001000,"ELBOW FGLASS 1-1/2"" X 45 DEG",,EA
190-002000,"ELBOW FGLASS 1-5/8"" X 45 DEG",,EA
190-003000,"ELBOW FGLASS 1-7/8"" X 45 DEG",,EA
190-004000,"ELBOW FGLASS 2"" X 45 DEG",,EA
190-005000,"ELBOW FGLASS 2-1/2"" X 45 DEG",,EA
190-006000,"ELBOW FGLASS 3"" X 45 DEG",,EA
190-007000,"ELBOW FGLASS 3-1/2"" X 45 DEG",,EA
190-008000,"ELBOW FGLASS 4"" X 45 DEG",,EA
190-009000,"ELBOW FGLASS 5"" X 45 DEG",,EA
190-010000,"ELBOW FGLASS 6"" X 45 DEG",,EA
190-011000,"ELBOW FGLASS 8"" X 45 DEG",,EA
190-012000,"ELBOW FGLASS 10"" X 45 DEG",,EA
190-013000,"ELBOW FGLASS 1-1/2"" X 90 DEG",,EA
190-014000,ELBOW FGLASS 1-5/8 X 90 DEG,,EA
190-015000,"ELBOW FGLASS 1-7/8"" X 90 DEG",,EA
190-016000,"ELBOW FGLASS 2"" X 90 DEG",,EA
190-017000,"ELBOW FGLASS 2-1/2"" X 90 DEG",,EA
190-018000,"ELBOW FGLASS 3"" X 90 DEG",,EA
190-019000,"ELBOW FGLASS 3-1/2"" X 90 DEG",,EA
190-020000,"ELBOW FGLASS 4"" X 90 DEG",,EA
190-021000,"ELBOW FGLASS 5"" X 90 DEG",,EA
190-022000,"ELBOW FGLASS 6"" X 90 DEG",,EA
190-023000,"ELBOW FGLASS 8"" X 90 DEG",,EA
190-024000,"ELBOW FGLASS 10"" X 90 DEG",,EA
190-025000,SURGE WYE FRP WHITE CUSTOM,,EA
190-026000,ELBOW FRP WHITE 10D CUSTOM,,EA
191-140000,"TUBE FRP 14""OD 5/16"" WALL",,FT
1V428,PUMP ASSY FUEL BOOST,,EA
1V448,PUMP CAST IRON,,EA
1X407-8,SHAFT COUPLER INSERT,,EA
2.55` X 2.55` PLATE,2.55` X 2.55` PLATE,,EA
2` 45DEG ELBOW BLACK,2` 45DEG ELBOW BLACK,,EA
2`THK AS PER SAMPLE,2`THK AS PER SAMPLE,,EA
200+003000,200+003000,,EA
200+009000,200+009000,,EA
200+010000,200+010000,,EA
200-001000,TURBO COVER CAT 3412T SILVER,,EA
200-002000,TURBO CO CUMMIN 370/555/903SLV,,EA
200-002900,TURBO CO JT671TI /DD 12V71 BLACK,,EA
200-003000,TURBO CO JT671TI /DD 12V71 SLV,,EA
200-003100,TURBO CO JT6V71TI/12V71 GREY,,EA
200-003200,TURBO CO CUM/QSM11 WHITE 1.5,,EA
200-003210,"TURBO CO CUM/QSM11 SILVER 1""",,EA
200-003211,TURBO CO CUM/QSM11 BLACK 1.5,,EA
200-003300,TURBO SHLD COVER CUM WHT 1/2`,,EA
200-004000,TURBO CO DD 6V92/6V53/6V71TSLV,,EA
200-005000,TURBO COVER DD 8V71/8V92 SILV,,EA
200-005100,TURBO COVER DD 8V71/8V92 GREY,,EA
200-005200,TURBO COVER DD 8V71/8V92 BLACK,,EA
200-005300,TURBO COVER 12V71 TI WHITE,,EA
200-006000,TURBO COVER PERKINS SILVER,,EA
200-006100,DO NOT USE/USE 200-004000,,EA
200-007000,SWEEP COVER CAT 3412T LT SILV,,EA
200-008000,SWEEP COVER CAT 3412T RT SILV,,EA
200-009000,SWEEP CO DD 6-71TI INLN LT SLV,,EA
200-010000,SWEEP CO DD 6-71TI INLN RT SLV,,EA
200-011000,SWEEP CO JT 6-71TI SHORT LT SV,,EA
200-012000,SWEEP CO JT 6-71TI SHORT RT SV,,EA
200-013000,SWEEP CO JT 6-71TI LONG LT SIL,,EA
200-014000,SWEEP CO JT 6-71TI LONG RT SIL,,EA
200-015000,SWEEP CO 6V92/6V53/ LT SILVER,,EA
200-016000,SWEEP CO 6V92/6V53/ RT SILVER,,EA
200-017000,SWEEP CO 8V71/8V92TI LT  SILVR,,EA
200-017100,SWEEP CO 8V71/8V92TI LT GREY,,EA
200-017200,SWEEP CO 8V71/8V92TI LT BLACK,,EA
200-018000,SWEEP CO 8V71/8V92TI RT SILVER,,EA
200-018100,SWEEP CO 8V71/8V92TI RT GREY,,EA
200-018200,SWEEP CO 8V71/8V92TI RT BLACK,,EA
200-019000,SWEEP CO 12V71TI LO-PRO LT SLV,,EA
200-020000,SWEEP CO 12V71TI LO-PRO RT SLV,,EA
200-021000,SWEEP CO 12V71TI HI-PRO LEFT SILVER,,EA
200-022000,SWEEP CO 12V71TI HI-PRO RT SLV,,EA
200-023000,SWEEP CO SHORT 671N JT LT SLV,,EA
200-024000,SWEEP CO SHORT 671N JT RT SLV,,EA
200-029000,SWEEP CO 12V71TI LO PRO LT BLK,,EA
200-030000,SWEEP CO 12V71TI HI PRO RT GRE,,EA
200-031000,SWEEP CO 12V71TI HI PRO LT GRE,,EA
200-032000,SWEEP CO 12V71TI HI PRO RT BLK,,EA
200-032100,SWEEP CO 12V71TI HI PRO LEFT BLK,,EA
200-033000,SWEEP COVER LF 12V71 TI WHITE,,EA
200-033100,SWEEP CO 12V71TI LO PRO RT GREY,,EA
200-033300,SWEEP CO 12V71TI LO PRO LF GREY,,EA
200-034000,SWEEP COVER RT 12V71 TI WHITE,,EA
200-070800,SILVER BLANKET TURBO ADAPTER ELBOW 4.50D. REF DWG B12-0708,,EA
200-070900,SILVER BLANKET FOR MIXER ELBOW  8D,,EA
210-001200,BELLOWS BLANKET,,EA
210-001300,FLANGE CUFF,,EA
210-001400,FLOWER POT BLANKET,,EA
210-001500,"FLANGE CUFF CAT C32B 2000HP. 4"" END AT 1/2"" THICK FOR WASTEGATE",,EA
210-003000,"BLW BLKT SGL LAYER 5"" BLACK OL",,EA
210-003001,"BLW BLKT SGL LAYER 5"" BLACK NL",,EA
210-004000,"BLW BLKT SGL LAYER 6"" BLACK OL",,EA
210-004001,"BLW BLKT SGL LAYER 6"" BLACK NL",,EA
210-005000,"BLW BLKT SGL LAYER 7"" BLACK OL",,EA
210-005001,"BLW BLKT SGL LAYER 7"" BLACK NL",,EA
210-006000,"BLKT 1""THK GREY VOLVO 62/72P",,EA
210-007000,"1""THK BLKT - A93-0602/A96-0279",,EA
210-008000,BLANKET ENGINE COVER 8V396TE94,,EA
210-009000,"BLKT TURBO YANMAR 1""TH BLK SIL",,EA
210-009100,TURBO COVER GREY IVECO C90-620,,EA
210-010000,BLKT LEFT DFSR 16V2000 SILVER,,EA
210-010050,"DUAL LAYER BLANKET FOR B22-010050 CAT C-32B COLLECTOR TRIPLE TURBO 316L HORIZONTAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-010060,"DUAL LAYER BLANKET FOR B22-010060 CAT C-32B COLLECTOR TRIPLE TURBO 316L VERTICAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-010100,BLANKETS MIXER TANK CUFFS,,EA
210-010490,"DUAL LAYER BLANKET 2"" INNER/2"" OUTER FOR RISER B22-010490 P&S MLB 47",,EA
210-010500,"DUAL LAYER BLANKET 2"" INNER/2"" OUTER FOR TURBO ELBOW B22-010500 P&S MLB 47",,EA
210-010510,"DUAL LAYER BLANKET 2"" INNER/1"" OUTER FOR MIXER TANKS MLB 47",,EA
210-011000,"BLKT CUFF 1"" SLVR CUMM. FLGS",,EA
210-011003,ELBOW TO BELLOWS BLANKET,,EA
210-011004,TRANSITION BLANKETS,,EA
210-011005,BELLOWS TO COVER PLATE BLANKET,,EA
210-011006,FLANGE CUFF BLANKET VECTORWORK,,EA
210-011100,"BLKT TURBO FLANGE 1-1/2"" BLACK",,EA
210-012000,BLKT IN/OUT 16V2000 TURBO ELL,,EA
210-012200,"BLKT MARMON CUFF 1"" THK BLACK",,EA
210-013000,BLKT RIGHT DFSR 16V2000 SILVER,,EA
210-014000,BLKT IN/OUT 16V2000 BELLOWS,,EA
210-014700,QSM11 FLANGE CUFF,,EA
210-015000,"BLKT MFLR BRKT CUFF 1"" GRAY",,EA
210-016000,BLKT SET 3PC 1 LYR DTZ 616 WGT,,EA
210-017000,BLKT LEFT DFSR 16V2000 BLACK,,EA
210-018000,BLKT RIGHT DFSR 16V2000 BLACK,,EA
210-019000,BELLOWS BLANKETS WESTPORT,,EA
210-020000,BLKT SET IN/OUT MTU183 BLW/ELL,,EA
210-021000,FLG CUFF 16V2000 BLACK,,EA
210-021100,"UPPER BLKTS 1"" THICK GREY",,EA
210-021200,"MID BLKTS 1"" THICK GREY",,EA
210-021300,"LOWER BLKTS 1"" THICK GREY",,EA
210-021820,"BLANKET 2"" GREY COLOR FLANGED WYE ASSY MAIN 8D TO 12D  321 (STBD)",,EA
210-021850,"BLANKET 1"" GREY FLANGED EXHAUST MITERED MAIN 12D 321  (PORT & STBD)",,EA
210-021860,"BLANKET 1.5"" GREY STALK OUTLET AND WEATHER HAT GEN. 4D 321SS TRACE 4 (STBD)",,EA
210-021890,"BLANKET 1.5"" GREY RISER GEN. 4D 321SS TRACE 2 (STBD)",,EA
210-021900,"BLANKET 1.5"" GREY RISER GEN. 4D 321SS TRACE3 (STBD)",,EA
210-021920,"BLANKET 2"" GREY FLANGED WYE ASSY MAIN 8D TO 12D  321 (PORT)",,EA
210-021930,"BLANKET 1.5"" GREY SINGLE STD RISER GEN. 4D 321 (PORT)",,EA
210-021940,"BLANKET 1.5"" GREY SINGLE STD RISER GEN. 4D 321 TRACE 3 (PORT)",,EA
210-022000,BLKT LEFT DFSR 16V2000 GRAY,,EA
210-023000,BLKT RIGHT DFSR 16V2000 GRAY,,EA
210-024000,BLKT LEFT DFSR 8V2000 BLACK,,EA
210-025000,BLKT RIGHT DFSR 8V2000 BLACK,,EA
210-026000,BLKT LEFT DFSR 8V2000 GRAY,,EA
210-027000,BLKT RIGHT DFSR 8V2000 GRAY,,EA
210-028000,BLKT LEFT DFSR 8V2000 SILVER,,EA
210-029000,BLKT RIGHT DFSR 8V2000 SILVER,,EA
210-030000,"BLKT PIPE SHROUD 1/2"" SILVER",,EA
210-030840,"BLANKET FOR B22-030840 MIXER ELBOW 1 IN THK INSULATION, GREY IN COLOR.",,EA
210-031000,BLKT LEFT DFSR 12/16V2000 WHT,,EA
210-032000,BLKT RIGHT DFSR 12/16V2000 WHT,,EA
210-033000,FLG CUFF 12/16V2000 WHITE,,EA
210-034000,"REGAL BLANKETS 1-1/2"" THICK",,EA
210-035000,BLKT IN 1 FLG CUF CUM 3964929,,EA
210-036000,BLKT OUT 1 FLG CUF CUM 3964928,,EA
210-040536,FLANGE CUFF A04-0536,,EA
210-050000,FLG CUFF 12/16V2000 BLACK,,EA
210-050710,"DUAL LAYER BLANKET FOR B24-05071 CAT C-32 WYE COLLECTOR 316L HORIZONTAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-050720,"DUAL LAYER BLANKET FOR B24-05072 CAT C-32 WYE COLLECTOR 316L VERTICAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-050940,"DUAL LAYER BLANKET FOR B24-050940 CAT C-32 WYE COLLECTOR 316L HORIZONTAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-050950,"DUAL LAYER BLANKET FOR B24-050950 CAT C-32 WYE COLLECTOR 316L VERTICAL. 1"" INNER SILKOSOFT & 1"" OUTER TEMPMAT. GREY IN COLOR",,EA
210-051790,"BLANKET 1.5"" GREY STACK OULET & WEATHER HAT GEN. 4D 321 PORT",,EA
210-053301,FLANGE CUFFS BLACK,,EA
210-060701,FLANGE CUFFS BLACK,,EA
210-066000,BLKT TURBO COVER GREY JOHN DEE,,EA
210-080001,"FLG CUFF 8"" V-BD BLACK 1-1/2"" - 35 X 4 1/2",,EA
210-080002,"FLG CUFF 8"" V-BD GRAY 1-1/2""",,EA
210-080003,"FLG CUFF 8"" V-BD SILVR 1-1/2""",,EA
210-100001,"FLG CUFF 10"" V-BD BLACK 1-1/2""",,EA
210-100002,"FLG CUFF 10"" V-BD GRAY 1-1/2""",,EA
210-100003,"FLG CUFF 10"" V-BD SILVR 1-1/2""",,EA
210-100004,"FLG CUFF 10"" V-BD WHITE 1-1/2""",,EA
210-100630,BELLOW BLANKET BLACK IN COLOR,,EA
210-110191,GREY BLANKET INSULATION FOR B17-110191 PORT,,EA
210-110202,GREY BLANKET INSULATION FOR B17-110202 STBD,,EA
210-113000,BLWS BLKT SGL LAYER 5MDE GRAY,,EA
210-114000,BLWS BLKT SGL LAYER 6MDE GRAY,,EA
210-115000,BLWS BLKT SGL LAYER 7MDE GRAY OL,,EA
210-120001,"FLG CUFF 12"" V-BD BLACK 1-1/2""",,EA
210-120002,"FLG CUFF 12"" V-BD GRAY 1-1/2""",,EA
210-120003,"FLG CUFF 12"" V-BD SILVR 1-1/2""",,EA
210-121400,"BELLOW BLANKET DUAL LAYER BLACK 2"" INNER/2"" OUTER BIRDON MLB 47",,EA
210-123701,FLANGE CUFF -DRY ELBOW CUM #5404908,,EA
210-180000,"BELLOW BLANKET 7"" GREY 1.5"" THK METAL SHARK 26M",,EA
210-180600,"COWL MUFFLER DUAL LAYER 2"" GREY COLOR GEN. (PORT & STBD) 1"" INNER 1"" OUTER METAL SHARK 26M",,EA
210-180601,"TURBO BELLOW BLANKETS 1.50"" GREY COLOR GENERATOR METAL SHARK 26M (PORT & STBD)",,EA
210-180602,"FLANGE CUFFS GREY COLOR MAIN TURBO & CONNECTIONS 1.50"" (PORT & STBD). QTY-4 MUFFLER FLANGES AND QTY-4 TURBO FLANGES METAL SHARK 26M",,EA
210-180603,"DUAL LAYER BLANKET 2""  MAIN MUFFLERS  GREY COLOR (PORT & STBD) METAL SHARK 26M",,EA
210-180604,"12"" BELLOW BLANKETS GREY COLOR MAIN (PORT & STBD) METAL SHARK 26M",,EA
210-180605,FLANGE CUFFS GEN. GREY COLOR (PORT & STBD) METAL SHARK 26M,,EA
210-223000,BLWS BLKT SGL LAYER 5MDE SILVR,,EA
210-223100,BLWS BLKT SGL LYR 5MDE GREY,,EA
210-224000,BLWS BLKT SGL LAYER 6MDE SILVR OL,,EA
210-225000,BLWS BLKT SGL LAYER 7MDE SILVR OL,,EA
210-226000,BLWS BLKT SGL LAYER 5MDE WHITE,,EA
210-227000,BLWS BLKT SGL LAYER 6MDE WHITE,,EA
210-228000,BLW BLKT SGL LAYER 7MDE WHITE,,EA
210-331000,FLANGE CUFF BLACK SILICON MTU 16/12 V 2000,,EA
210-332000,FLG CUFF. BLACK SIL WESTPORT,,EA
210-551000,FLG CUFF MISC. GRAY SILICON,,EA
210-552000,INNER BLKT 12 MARMON FLG,,EA
216-120070,SILVER BLANKET FOR FLANGE ELB CONNECTION 5d,,EA
216-120080,SILVER BLANKET FOR MIXER ELBOW 6D,,EA
217-012300,MIXER ELB BLANKET CUMMINS 6D SILVR,,EA
217-020700,FLG ELB CUM#5262484 SILVER,,EA
217-110200,REMOVABLE GREY BLANKET FOR CUMMINS TURBO ELBOW B24-11020,,EA
256-050311NE,"RING DIFSR 5X3X11NE, AL6XN, 14GA R05-0311NET",,EA
256-060514NT,RING DIFSR 6X5X14 AL6XN 14 GA. R06-0514NET,,EA
256-060516NE,"RING DIFSR 6X5X16NE, AL6XN, 14 GA R06-0516NE",,EA
256-064510NT,"RING DISFR 6X4.5X10NET, AL6XN, 14 GA R06-4510NET",,EA
256-064512NE,"RING DIFSR 6X4.5X12NE, AL6XN, 14GA R06-4512NE",,EA
256-064512ST,"RING DIFSR 6X4.50X12EVST, AL6XN, 14 GA R06-4512EVST",,EA
256-080609NT,RING DIFFUSER 8X6X9NT AL6XN 14 GA R08-0609NET,,EA
256-080610NT,"RING DIFSR 8X6X10NET, AL6XN, 14 GA R08-0610NET",,EA
256-080612NT,"RING DIFSR 8X6X12NET, AL6XN, 14 GA R08-0612NET",,EA
256-080612ST,"RING DIFSR 8X6X12EVST, AL6XN, 14 GA R08-0612EVST",,EA
256-080614NT,"RING DIFSR 8X6X14NET, AL6XN, 14 GA R08-0614NET",,EA
256-080618NT,"RING DIFSR 8X6X18NT, AL6XN, 14 GA R08-0618NET",,EA
256-100810NT,"RING DIFSR 10X8X10NET, AL6XN, 14 GA R10-0810NET",,EA
256-100816NT,"RING DIFSR 10X8X16NET, AL6XN, 14 GA R10-0816NET",,EA
3.55`OD X 2.25ID RING.DXF,3.55`OD X 2.25ID RING.DXF,,EA
3/4` NEO HOSE,3/4` NEO HOSE,,EA
3` 9010 LR ELBOW,3` 9010 LR ELBOW,,EA
316-050311NE,"RING DIFSR 5X3X11NET, 316L, 14 GA R05-0311NET",,EA
316-060514NT,RING DIFSR 6X5X14NT 316L 14 GA R06-0514NET,,EA
316-060516NE,"RING DIFSR 6X5X16NE, 316L 14 GA R06-0516NE",,EA
316-064510NT,"RING DIFSR 6X4.5X10NET, 316L 14GA R06-4510NET",,EA
316-064512NE,"RING DIFSR 6X4.5X12NE, 316L 14 GA R06-4512NE",,EA
316-064512ST,"RING DIFSR 6X4.5X12EVST, 316L, 14 GA R06-4512EVST",,EA
316-080609NT,RING DIFSR 8X6X9NT 316L 14 GA R08-0609NET,,EA
316-080610NT,"RING DIFSR 8X6X10NET, 316L, 14GA R08-0610NET",,EA
316-080612NT,"RING DIFSR 8X6X12NET, 316L, 14 GA R08-0612NET",,EA
316-080612ST,"RING DIFSR 8X6X12EVST, 316L, 14 GA R08-0612EVST",,EA
316-080614EV,"RING DIFSR 8X6X14ET, 316L, 14 GA R08-0614EVT",,EA
316-080614NT,"RING DIFSR 8X6X14NET, 316L, 14 GA R08-0614NET",,EA
316-080618NT,"RING DIFSR 8X6X18NET, 316L, 14GA R08-0618NET",,EA
316-100810NT,"RING DIFSR 10X8X10 NET, 316L, 14 GA R10-0810NET",,EA
316-100816NT,"RING DIFSR 10X8X16NET, 316L, 14GA R10-0816NET",,EA
35513 DIFF CUSTOM.DXF,35513 DIFF CUSTOM.DXF,,EA
3N427,MOTOR ASSY FUEL BOOST,,EA
4.00 OD X 3.05 ID.DXF,4.00 OD X 3.05 ID.DXF,,EA
4.95OD X 3.05ID RING.DXF,4.95OD X 3.05ID RING.DXF,,EA
48`LG X 24`W X 28`H,48`LG X 24`W X 28`H,,EA
4X186-2,SHAFT COUPLER BODY,,EA
4X187-0,SHAFT COUPLER BODY,,EA
4X2 PIECE,4X2 PIECE,,EA
6` FRP TUBE,6` FRP TUBE,,EA
6K473,MOTOR ASSY FUEL BOOST,,EA
703-8000,PMAT CLAMP FOR RUBBER ELBOW,,EA
80788,BELLOWS TURBO ADAPTOR 321SS,,EA
84837,BELLOW 9.5` 321 DWG#A19-05100,,EA
90007358,USCG 87CPB PORT SIDE MUFFLERS,,EA
90007381,USCG 87CPB STBD SIDE MUFFLERS,,EA
910-008000,"WELDING WIRE 316L 1/16 X 36""",,LB
910-011000,TUNGSTEN WELD 2% THORIATED3/32,,EA
910-011111,TUNGSTEN 1/8 X 7 - 2% THORIAT,,BO
910-012000,WELDING WIRE TIG 316L 3/32 X 36,,LB
910-028000,WELD WIRE TIG 316L .045X36,,LB
910-029000,"WELDING WIRE TIG INCO 625 3/32 X 36""",,LB
910-030000,WELD WIRE TIG 5356 1/8X36,,LB
910-043000,WELDING WIRE TIG 1/16 INCO 625,,LB
910-045000,WIRE TIG 3/32  DEOXIDIZED,,LB
910-046000,WIRE TIG 1/16-182,,LB
910-047000,WIRE TIG 5/32  316L,,LB
910-048000,WIRE TIG 1/16 5356  ALUM,,LB
910-048100,WELD WIRE TIG 3/32 5356 ALUM,,LB
910-049000,WIRE TIG 3/32  NIC 70-30,,LB
910-049100,WIRE TIG NICK 61 3/32 X 36,,LB
910-055000,WIRE TIG 1/16 MONEL 60 X 36,,LB
910-060000,"WIRE TIG 1/16"" MONEL 67",,LB
910-060001,"WIRE TIG 3/32"" MONEL 67",,LB
910-081000,"WELD WIRE TIG 347 3/32"" DIA",,LB
921-96A965,"18-8 Stainless Steel Socket Head Screw, 5/16""-18 Thread Size, 1/4"" Long",,EA
930-001000,SPRAY SOCKS - ALLEGRO - 10018,,PA
930-013000,APRON DENIM 28123- 10022,,EA
930-016000,MICROFLEX GLOVE LATEX,,BO
930-019000,EAR PLUG DISPENSER 200 PR CT- 10006,,BO
930-019500,MASK DISPOSABLE GERSON 1501,,BO
930-022000,INSERT CUTOFF WALTER- TNMG160408-NM5,,EA
930-022001,INSERT CUTOFF WALTER- CNMG120408-NM4,,EA
930-022002,INSERT CUTOFF WALTER- WNMG080408-RM5,,EA
930-023100,NEVERSEEZ 8OZ.BRUSH PURE NICKL,,EA
930-048100,WELD ROD ALUM 5356 3/32 X 36,,LB
930-084000,GRIND STONES MODABR- W-207- INDUST PART# 10036,,EA
930-119000,"BUFFING DISC 6"" X 1-1/2 STANAB-850708 - IND PART# 850708",,EA
930-182100,"DOALL BAND SAW BLADE FRICTION 255"" X 1"" X 0.38""",,EA
930-182200,"PIPE SAW BLADE RX+162"" LENGTH X 1"" WIDTH X 0.35 GAUGE X 5/8 TPI",,EA
930-182300,"JET BANDSAW BLADE, CLASSIC 197.50"" LENGTH,  3/4"" WIDTH, .035""GAUGE, 10/14 TPI",,EA
930-SAFETY,GLASSES SAFETY-10034,,EA
940-004100,ALUMINUM FOIL  HEAVY DUTY,,RL
940-009000,CORRUGATED BOX 20 CUBE DW FOR PN B96-111501 & B96-111402 USCG,,EA
940-013000,CORRUGATED BOX 48 X 40 X 36 TW FOR PN C98-041101 & C98-041102 USCG,,EA
940-014000,CORRUGATED BOX 36X18X14 DW FOR PN B96-111601 & B96-111702 USCG,,EA
940-015110,"37"" x 37"" 4"" CARTON BOX",,EA
940-018000,SEALER 5200 (10 OZ TUBE),,EA
940-018001,SEALER 5200 (3 OZ TUBE),,EA
940-023000,"TAPE  HI-SHRINK .002X3"" 10%",,RL
940-037000,CORRUGATED BOX 66X26X18 TW FOR PN C96-111001 & C96-111102 USCG,,EA
940-100000,"TAPE MASKING GREEN 1"" WIDE",,EA
940-200000,"TAPE MASKING GREEN 1-1/2"" WIDE",,EA
940-300000,"TAPE MASKING GREEN 2"" WIDE",,EA
950-001000,"WASHER INSUL 1"" SS 12 GA",,EA
950-001100,WASHER  INSUL 2-HOLE FLAT SS,,EA
950-002000,DOME CAP INSUL ALUM 12G,,EA
950-005000,THREAD D-24 SEWING WHITE,,RL
950-005100,THREAD SEWING TEFLON COATED - 10058 (BLACK),,EA
950-005200,THREAD SEWING TEFLON COATED - 10004 (TAN),,EA
950-005201,THREAD SEW HITEMP WHITE,,EA
950-005300,BLANKET THREAD WHITE,,RL
950-006000,"STAPLES  FOR AIR GUN - 95/10SS  5012CSS-B  10MM X 3/8""",,BO
950-007000,"BRUSH DISPOSABLE 4""",,EA
950-010000,"STAPLES 1/2"" 20GA,  3/8"" LEG LENGTH - 5012CSS-V",,BO
950-011000,WIRE SAFETY LOCK .020 SS,,RL
950-011100,WIRE SAFETY LOCK .018,,RL
950-011200,SAFETY LOCK WIRE .032 20GA 304,,RL
950-011300,SAFETY LOCK WIRE .032 20GA 1LB,,RL
950-012000,RESIN PHENOLIC BK5018 (500 LB DRUM),,GL
950-012100,CATALYST GP-4824HB 1 PART,,GA
950-018000,"LACING ANCHOR 2-1/2"" SS 12GA",,EA
950-018100,STUD  LAGGING 0.50 STEEL,,EA
950-018101,NAME TAG STUD,,EA
950-018200,LACING HOOK  2-HOLE S/S,,EA
990-015000,CRATE INTL REINFORCED W/DIVIDER 60 X 48 X 50. HIKE/CHANTIER,,EA
990-020100,CRATE 48 x 30 x 35 ULINE,,EA
990-030000,"INTERNATIONAL CRATE PYROTEK GALEON 560 D11&D13 116""L X 45""W X 40""H - 4 WAY PALLET",,EA
990-030001,"INTERNATIONAL CRATE PYROTEK GALEON 620 D13 84""L X 45""W X 44""H -",,EA
990-031100,"CRATE 58"" X 42"" X 46"" ULINE",,EA
990-040810,"CRATE 50""L X 40""W X 28""H",,EA
990-041000,CRATE SUNREEF 80P 60L X 48W X 36H REINFORCED INTL,,EA
990-070350,"CRATE-INTL REINFORCED  WITH HORIZONTAL DIVIDER, INT DIMS: 72"" L X 54"" W X 54"" H GALEON 560 VOLVO D13",,EA
990-070510,CRATE 84 X 48 X 48,,EA
990-071100,CRATE 50IN L X 50IN W X 30IN H,,EA
990-080300,BOLLINGER CRATE 108 X 56 X 70 WITH DIVIDER,,EA
990-092000,CRATE-INTL REINFORCED 55L X 45W X 30H NEPTUNUS,,EA
990-100000,CRATE FOR MAIN ENGINE SET 115 GUYANA 60 X 60 X 40,,EA
990-100630,"SUNREEF CRATE KIT W19-100630 - 66"" X 60"" X 57""",,EA
990-110070,"CRATE 40""L X 40""W X 40""H U-LINE  PN S-20436",,EA
990-120000,CRATE FOR GENERATOR SET 115 GUYANA 60 X 40 X 24,,EA
990-180600,CRATE FOR METAL SHARK 26M - 103L x 46W x 41H with removable pallet,,EA
990-180700,CRATE FOR METAL SHARK 26M - 66L x 61W x 44 H,,EA
990-180900,"CRATE METAL SHARK 40` PB -47""L X 38""W X 35"" H",,EA
990-180901,"CRATE BERTRAM YACTHS 61`- 64""L X 42""W X 30""H",,EA
990-180902,"CRATE CENTEK 48""L X 40""W X 31""H",,EA
990-180905,"CRATE PYROTEK CZECH REP. MAN 640/650 - 80""L X 48""W X 50""H",,EA
990-180906,"CRATE GALEON 660-680 76"" X 48"" X 48""",,EA
990-190001,"INTERNATIONAL CRATE FOR PYROTEK GALEON VOLVO D-13 76"" L X 48"" W X 48"" H",,EA
990-190010,"CRATE W19-060400 92"" L X 42"" W X 48"" H",,EA
990-218590,"CRATE 48""L X48""W X 48""H (OD)",,EA
A00-011200,FLANGE TURBO VOLVO TAMD122P,,EA
